,,Missing,Overall
"patient_ecog, n (%)",-0.151599991,,10291 (66.5)
"patient_ecog, n (%)",-1.513185986,,2276 (14.7)
"patient_ecog, n (%)",1.209986005,,1885 (12.2)
"patient_ecog, n (%)",2.571572,,981 (6.3)
"patient_ecog, n (%)",3.933157995,,51 (0.3)
"height, n (%)",13,,1 (0.0)
"height, n (%)",131,,11 (0.1)
"height, n (%)",142,,5 (0.0)
"height, n (%)",143,,28 (0.2)
"height, n (%)",144,,17 (0.1)
"height, n (%)",145,,3 (0.0)
"height, n (%)",146,,11 (0.1)
"height, n (%)",147,,76 (0.5)
"height, n (%)",148,,54 (0.3)
"height, n (%)",149,,101 (0.7)
"height, n (%)",150,,133 (0.9)
"height, n (%)",151,,129 (0.8)
"height, n (%)",152,,227 (1.5)
"height, n (%)",153,,240 (1.5)
"height, n (%)",154,,226 (1.5)
"height, n (%)",155,,323 (2.1)
"height, n (%)",156,,465 (3.0)
"height, n (%)",157,,431 (2.8)
"height, n (%)",158,,594 (3.8)
"height, n (%)",159,,475 (3.1)
"height, n (%)",160,,663 (4.3)
"height, n (%)",161,,447 (2.9)
"height, n (%)",162,,372 (2.4)
"height, n (%)",163,,502 (3.2)
"height, n (%)",164,,378 (2.4)
"height, n (%)",165,,614 (4.0)
"height, n (%)",166,,516 (3.3)
"height, n (%)",167,,300 (1.9)
"height, n (%)",168,,639 (4.1)
"height, n (%)",169,,539 (3.5)
"height, n (%)",170,,721 (4.7)
"height, n (%)",171,,461 (3.0)
"height, n (%)",172,,430 (2.8)
"height, n (%)",173,,782 (5.1)
"height, n (%)",174,,509 (3.3)
"height, n (%)",175,,571 (3.7)
"height, n (%)",176,,527 (3.4)
"height, n (%)",177,,352 (2.3)
"height, n (%)",178,,386 (2.5)
"height, n (%)",179,,295 (1.9)
"height, n (%)",180,,406 (2.6)
"height, n (%)",181,,263 (1.7)
"height, n (%)",182,,247 (1.6)
"height, n (%)",183,,270 (1.7)
"height, n (%)",184,,190 (1.2)
"height, n (%)",185,,151 (1.0)
"height, n (%)",186,,60 (0.4)
"height, n (%)",187,,43 (0.3)
"height, n (%)",188,,41 (0.3)
"height, n (%)",189,,76 (0.5)
"height, n (%)",190,,8 (0.1)
"height, n (%)",191,,21 (0.1)
"height, n (%)",192,,14 (0.1)
"height, n (%)",193,,5 (0.0)
"height, n (%)",194,,19 (0.1)
"height, n (%)",195,,4 (0.0)
"height, n (%)",196,,62 (0.4)
"height, n (%)",197,,3 (0.0)
"height, n (%)",198,,16 (0.1)
"height, n (%)",199,,5 (0.0)
"height, n (%)",200,,26 (0.2)
"total_bilirubin, n (%)",-0.050298549,,391 (2.5)
"total_bilirubin, n (%)",-0.215730892,,534 (3.4)
"total_bilirubin, n (%)",-0.381163235,,615 (4.0)
"total_bilirubin, n (%)",-0.546595578,,727 (4.7)
"total_bilirubin, n (%)",-0.712027921,,763 (4.9)
"total_bilirubin, n (%)",-0.877460264,,665 (4.3)
"total_bilirubin, n (%)",-1.042892607,,441 (2.8)
"total_bilirubin, n (%)",-1.20832495,,165 (1.1)
"total_bilirubin, n (%)",0.0,,9347 (60.4)
"total_bilirubin, n (%)",0.115133794,,330 (2.1)
"total_bilirubin, n (%)",0.280566137,,239 (1.5)
"total_bilirubin, n (%)",0.44599848,,184 (1.2)
"total_bilirubin, n (%)",0.611430824,,169 (1.1)
"total_bilirubin, n (%)",0.776863167,,145 (0.9)
"total_bilirubin, n (%)",0.94229551,,84 (0.5)
"total_bilirubin, n (%)",1.107727853,,108 (0.7)
"total_bilirubin, n (%)",1.273160196,,48 (0.3)
"total_bilirubin, n (%)",1.438592539,,52 (0.3)
"total_bilirubin, n (%)",1.604024882,,47 (0.3)
"total_bilirubin, n (%)",1.769457225,,54 (0.3)
"total_bilirubin, n (%)",1.934889568,,33 (0.2)
"total_bilirubin, n (%)",10.37193907,,1 (0.0)
"total_bilirubin, n (%)",11.03366844,,1 (0.0)
"total_bilirubin, n (%)",11.36453312,,1 (0.0)
"total_bilirubin, n (%)",11.52996547,,1 (0.0)
"total_bilirubin, n (%)",11.69539781,,1 (0.0)
"total_bilirubin, n (%)",12.0262625,,1 (0.0)
"total_bilirubin, n (%)",12.52255953,,1 (0.0)
"total_bilirubin, n (%)",12.85342421,,1 (0.0)
"total_bilirubin, n (%)",13.01885656,,1 (0.0)
"total_bilirubin, n (%)",14.01145061,,1 (0.0)
"total_bilirubin, n (%)",14.3423153,,1 (0.0)
"total_bilirubin, n (%)",14.50774764,,1 (0.0)
"total_bilirubin, n (%)",15.00404467,,1 (0.0)
"total_bilirubin, n (%)",15.16947702,,1 (0.0)
"total_bilirubin, n (%)",15.83120639,,1 (0.0)
"total_bilirubin, n (%)",16.16207107,,1 (0.0)
"total_bilirubin, n (%)",18.31269153,,1 (0.0)
"total_bilirubin, n (%)",19.63615028,,2 (0.0)
"total_bilirubin, n (%)",2.100321911,,36 (0.2)
"total_bilirubin, n (%)",2.265754255,,31 (0.2)
"total_bilirubin, n (%)",2.431186598,,34 (0.2)
"total_bilirubin, n (%)",2.596618941,,20 (0.1)
"total_bilirubin, n (%)",2.762051284,,21 (0.1)
"total_bilirubin, n (%)",2.927483627,,9 (0.1)
"total_bilirubin, n (%)",22.35188762,,7 (0.0)
"total_bilirubin, n (%)",3.09291597,,12 (0.1)
"total_bilirubin, n (%)",3.258348313,,18 (0.1)
"total_bilirubin, n (%)",3.423780656,,7 (0.0)
"total_bilirubin, n (%)",3.589212999,,12 (0.1)
"total_bilirubin, n (%)",3.754645342,,15 (0.1)
"total_bilirubin, n (%)",3.920077685,,9 (0.1)
"total_bilirubin, n (%)",4.085510029,,4 (0.0)
"total_bilirubin, n (%)",4.250942372,,10 (0.1)
"total_bilirubin, n (%)",4.416374715,,7 (0.0)
"total_bilirubin, n (%)",4.581807058,,7 (0.0)
"total_bilirubin, n (%)",4.747239401,,5 (0.0)
"total_bilirubin, n (%)",4.912671744,,3 (0.0)
"total_bilirubin, n (%)",5.078104087,,5 (0.0)
"total_bilirubin, n (%)",5.24353643,,6 (0.0)
"total_bilirubin, n (%)",5.408968773,,5 (0.0)
"total_bilirubin, n (%)",5.574401116,,2 (0.0)
"total_bilirubin, n (%)",5.739833459,,6 (0.0)
"total_bilirubin, n (%)",5.905265803,,1 (0.0)
"total_bilirubin, n (%)",6.070698146,,2 (0.0)
"total_bilirubin, n (%)",6.236130489,,3 (0.0)
"total_bilirubin, n (%)",6.401562832,,3 (0.0)
"total_bilirubin, n (%)",6.732427518,,2 (0.0)
"total_bilirubin, n (%)",6.897859861,,3 (0.0)
"total_bilirubin, n (%)",7.063292204,,2 (0.0)
"total_bilirubin, n (%)",7.228724547,,2 (0.0)
"total_bilirubin, n (%)",7.559589234,,3 (0.0)
"total_bilirubin, n (%)",7.725021577,,1 (0.0)
"total_bilirubin, n (%)",8.055886263,,3 (0.0)
"total_bilirubin, n (%)",8.221318606,,1 (0.0)
"total_bilirubin, n (%)",8.717615635,,2 (0.0)
"total_bilirubin, n (%)",8.883047978,,1 (0.0)
"total_bilirubin, n (%)",9.048480321,,1 (0.0)
"total_bilirubin, n (%)",9.544777351,,2 (0.0)
"total_bilirubin, n (%)",9.710209694,,1 (0.0)
"esas_anxiety, n (%)",-0.286811734,,1839 (11.9)
"esas_anxiety, n (%)",-0.730290153,,7788 (50.3)
"esas_anxiety, n (%)",0.156666685,,1660 (10.7)
"esas_anxiety, n (%)",0.600145104,,1284 (8.3)
"esas_anxiety, n (%)",1.043623524,,837 (5.4)
"esas_anxiety, n (%)",1.487101943,,823 (5.3)
"esas_anxiety, n (%)",1.930580362,,427 (2.8)
"esas_anxiety, n (%)",2.374058782,,400 (2.6)
"esas_anxiety, n (%)",2.817537201,,253 (1.6)
"esas_anxiety, n (%)",3.26101562,,92 (0.6)
"esas_anxiety, n (%)",3.704494039,,81 (0.5)
"magnesium, n (%)",-0.069501821,,275 (1.8)
"magnesium, n (%)",-0.224077272,,271 (1.8)
"magnesium, n (%)",-0.378652722,,236 (1.5)
"magnesium, n (%)",-0.533228173,,245 (1.6)
"magnesium, n (%)",-0.687803623,,184 (1.2)
"magnesium, n (%)",-0.842379074,,183 (1.2)
"magnesium, n (%)",-0.996954524,,171 (1.1)
"magnesium, n (%)",-1.151529975,,165 (1.1)
"magnesium, n (%)",-1.306105425,,168 (1.1)
"magnesium, n (%)",-1.460680876,,113 (0.7)
"magnesium, n (%)",-1.615256326,,102 (0.7)
"magnesium, n (%)",-1.769831777,,96 (0.6)
"magnesium, n (%)",-1.924407227,,85 (0.5)
"magnesium, n (%)",-2.078982678,,93 (0.6)
"magnesium, n (%)",-2.233558128,,64 (0.4)
"magnesium, n (%)",-2.388133579,,47 (0.3)
"magnesium, n (%)",-2.542709029,,53 (0.3)
"magnesium, n (%)",-2.69728448,,41 (0.3)
"magnesium, n (%)",-2.851859931,,41 (0.3)
"magnesium, n (%)",-3.006435381,,34 (0.2)
"magnesium, n (%)",-3.161010832,,31 (0.2)
"magnesium, n (%)",-3.315586282,,33 (0.2)
"magnesium, n (%)",-3.470161733,,29 (0.2)
"magnesium, n (%)",-3.624737183,,34 (0.2)
"magnesium, n (%)",-3.779312634,,12 (0.1)
"magnesium, n (%)",-3.933888084,,15 (0.1)
"magnesium, n (%)",-4.088463535,,22 (0.1)
"magnesium, n (%)",-4.243038985,,14 (0.1)
"magnesium, n (%)",-4.397614436,,12 (0.1)
"magnesium, n (%)",-4.552189886,,11 (0.1)
"magnesium, n (%)",-4.706765337,,8 (0.1)
"magnesium, n (%)",-4.861340787,,7 (0.0)
"magnesium, n (%)",-5.015916238,,5 (0.0)
"magnesium, n (%)",-5.170491688,,2 (0.0)
"magnesium, n (%)",-5.325067139,,9 (0.1)
"magnesium, n (%)",-5.479642589,,4 (0.0)
"magnesium, n (%)",-5.63421804,,4 (0.0)
"magnesium, n (%)",-5.78879349,,3 (0.0)
"magnesium, n (%)",-5.943368941,,12 (0.1)
"magnesium, n (%)",0.0,,9115 (58.9)
"magnesium, n (%)",0.085073629,,273 (1.8)
"magnesium, n (%)",0.23964908,,272 (1.8)
"magnesium, n (%)",0.39422453,,311 (2.0)
"magnesium, n (%)",0.548799981,,309 (2.0)
"magnesium, n (%)",0.703375431,,243 (1.6)
"magnesium, n (%)",0.857950882,,276 (1.8)
"magnesium, n (%)",1.012526332,,256 (1.7)
"magnesium, n (%)",1.167101783,,223 (1.4)
"magnesium, n (%)",1.321677233,,215 (1.4)
"magnesium, n (%)",1.476252684,,200 (1.3)
"magnesium, n (%)",1.630828134,,169 (1.1)
"magnesium, n (%)",1.785403585,,127 (0.8)
"magnesium, n (%)",1.939979035,,121 (0.8)
"magnesium, n (%)",2.094554486,,84 (0.5)
"magnesium, n (%)",2.249129937,,68 (0.4)
"magnesium, n (%)",2.403705387,,65 (0.4)
"magnesium, n (%)",2.558280838,,47 (0.3)
"magnesium, n (%)",2.712856288,,32 (0.2)
"magnesium, n (%)",2.867431739,,31 (0.2)
"magnesium, n (%)",3.022007189,,29 (0.2)
"magnesium, n (%)",3.17658264,,11 (0.1)
"magnesium, n (%)",3.33115809,,15 (0.1)
"magnesium, n (%)",3.485733541,,18 (0.1)
"magnesium, n (%)",3.640308991,,12 (0.1)
"magnesium, n (%)",3.794884442,,6 (0.0)
"magnesium, n (%)",3.949459892,,3 (0.0)
"magnesium, n (%)",4.104035343,,4 (0.0)
"magnesium, n (%)",4.258610793,,1 (0.0)
"magnesium, n (%)",4.413186244,,1 (0.0)
"magnesium, n (%)",4.567761694,,1 (0.0)
"magnesium, n (%)",4.876912595,,1 (0.0)
"magnesium, n (%)",5.031488046,,3 (0.0)
"magnesium, n (%)",5.186063496,,1 (0.0)
"magnesium, n (%)",5.576830235,,7 (0.0)
"glucose, n (%)",-0.024175268,,95 (0.6)
"glucose, n (%)",-0.077641995,,113 (0.7)
"glucose, n (%)",-0.131108722,,77 (0.5)
"glucose, n (%)",-0.184575448,,104 (0.7)
"glucose, n (%)",-0.238042175,,100 (0.6)
"glucose, n (%)",-0.291508901,,117 (0.8)
"glucose, n (%)",-0.344975628,,121 (0.8)
"glucose, n (%)",-0.398442355,,128 (0.8)
"glucose, n (%)",-0.451909081,,132 (0.9)
"glucose, n (%)",-0.505375808,,154 (1.0)
"glucose, n (%)",-0.558842534,,137 (0.9)
"glucose, n (%)",-0.612309261,,166 (1.1)
"glucose, n (%)",-0.665775988,,159 (1.0)
"glucose, n (%)",-0.719242714,,170 (1.1)
"glucose, n (%)",-0.772709441,,167 (1.1)
"glucose, n (%)",-0.826176167,,188 (1.2)
"glucose, n (%)",-0.879642894,,190 (1.2)
"glucose, n (%)",-0.933109621,,182 (1.2)
"glucose, n (%)",-0.986576347,,194 (1.3)
"glucose, n (%)",-1.040043074,,198 (1.3)
"glucose, n (%)",-1.093509801,,194 (1.3)
"glucose, n (%)",-1.146976527,,136 (0.9)
"glucose, n (%)",-1.200443254,,144 (0.9)
"glucose, n (%)",-1.25390998,,120 (0.8)
"glucose, n (%)",-1.307376707,,112 (0.7)
"glucose, n (%)",-1.360843434,,110 (0.7)
"glucose, n (%)",-1.41431016,,77 (0.5)
"glucose, n (%)",-1.467776887,,48 (0.3)
"glucose, n (%)",-1.521243613,,51 (0.3)
"glucose, n (%)",-1.57471034,,32 (0.2)
"glucose, n (%)",-1.628177067,,29 (0.2)
"glucose, n (%)",-1.681643793,,32 (0.2)
"glucose, n (%)",-1.73511052,,18 (0.1)
"glucose, n (%)",-1.788577246,,13 (0.1)
"glucose, n (%)",-1.842043973,,7 (0.0)
"glucose, n (%)",-1.8955107,,17 (0.1)
"glucose, n (%)",-1.948977426,,7 (0.0)
"glucose, n (%)",-2.002444153,,2 (0.0)
"glucose, n (%)",-2.05591088,,1 (0.0)
"glucose, n (%)",-2.109377606,,4 (0.0)
"glucose, n (%)",-2.162844333,,4 (0.0)
"glucose, n (%)",-2.216311059,,6 (0.0)
"glucose, n (%)",-2.269777786,,4 (0.0)
"glucose, n (%)",-2.483644692,,1 (0.0)
"glucose, n (%)",-2.590578146,,1 (0.0)
"glucose, n (%)",-2.697511599,,8 (0.1)
"glucose, n (%)",0.029291458,,107 (0.7)
"glucose, n (%)",0.082758185,,73 (0.5)
"glucose, n (%)",0.136224912,,87 (0.6)
"glucose, n (%)",0.189691638,,74 (0.5)
"glucose, n (%)",0.243158365,,71 (0.5)
"glucose, n (%)",0.296625091,,64 (0.4)
"glucose, n (%)",0.350091818,,66 (0.4)
"glucose, n (%)",0.403558545,,56 (0.4)
"glucose, n (%)",0.457025271,,39 (0.3)
"glucose, n (%)",0.510491998,,40 (0.3)
"glucose, n (%)",0.563958724,,39 (0.3)
"glucose, n (%)",0.617425451,,48 (0.3)
"glucose, n (%)",0.670892178,,44 (0.3)
"glucose, n (%)",0.724358904,,42 (0.3)
"glucose, n (%)",0.777825631,,40 (0.3)
"glucose, n (%)",0.831292357,,44 (0.3)
"glucose, n (%)",0.884759084,,30 (0.2)
"glucose, n (%)",0.938225811,,26 (0.2)
"glucose, n (%)",0.991692537,,26 (0.2)
"glucose, n (%)",1.045159264,,24 (0.2)
"glucose, n (%)",1.098625991,,29 (0.2)
"glucose, n (%)",1.152092717,,28 (0.2)
"glucose, n (%)",1.205559444,,18 (0.1)
"glucose, n (%)",1.25902617,,29 (0.2)
"glucose, n (%)",1.312492897,,22 (0.1)
"glucose, n (%)",1.365959624,,18 (0.1)
"glucose, n (%)",1.41942635,,28 (0.2)
"glucose, n (%)",1.472893077,,22 (0.1)
"glucose, n (%)",1.526359803,,25 (0.2)
"glucose, n (%)",1.57982653,,20 (0.1)
"glucose, n (%)",1.633293257,,16 (0.1)
"glucose, n (%)",1.686759983,,26 (0.2)
"glucose, n (%)",1.74022671,,27 (0.2)
"glucose, n (%)",1.793693436,,21 (0.1)
"glucose, n (%)",1.847160163,,13 (0.1)
"glucose, n (%)",1.90062689,,14 (0.1)
"glucose, n (%)",1.954093616,,17 (0.1)
"glucose, n (%)",10.13450279,,1 (0.0)
"glucose, n (%)",10.29490297,,1 (0.0)
"glucose, n (%)",10.93650369,,1 (0.0)
"glucose, n (%)",11.03274379,,7 (0.0)
"glucose, n (%)",2.007560343,,15 (0.1)
"glucose, n (%)",2.061027069,,18 (0.1)
"glucose, n (%)",2.114493796,,14 (0.1)
"glucose, n (%)",2.167960523,,16 (0.1)
"glucose, n (%)",2.221427249,,14 (0.1)
"glucose, n (%)",2.274893976,,19 (0.1)
"glucose, n (%)",2.328360703,,15 (0.1)
"glucose, n (%)",2.381827429,,15 (0.1)
"glucose, n (%)",2.435294156,,17 (0.1)
"glucose, n (%)",2.488760882,,14 (0.1)
"glucose, n (%)",2.542227609,,16 (0.1)
"glucose, n (%)",2.595694336,,11 (0.1)
"glucose, n (%)",2.649161062,,11 (0.1)
"glucose, n (%)",2.702627789,,13 (0.1)
"glucose, n (%)",2.756094515,,17 (0.1)
"glucose, n (%)",2.809561242,,18 (0.1)
"glucose, n (%)",2.863027969,,11 (0.1)
"glucose, n (%)",2.916494695,,8 (0.1)
"glucose, n (%)",2.969961422,,3 (0.0)
"glucose, n (%)",3.023428148,,9 (0.1)
"glucose, n (%)",3.076894875,,11 (0.1)
"glucose, n (%)",3.130361602,,10 (0.1)
"glucose, n (%)",3.183828328,,6 (0.0)
"glucose, n (%)",3.237295055,,10 (0.1)
"glucose, n (%)",3.290761782,,3 (0.0)
"glucose, n (%)",3.344228508,,12 (0.1)
"glucose, n (%)",3.397695235,,10 (0.1)
"glucose, n (%)",3.451161961,,8 (0.1)
"glucose, n (%)",3.504628688,,8 (0.1)
"glucose, n (%)",3.558095415,,6 (0.0)
"glucose, n (%)",3.611562141,,10 (0.1)
"glucose, n (%)",3.665028868,,6 (0.0)
"glucose, n (%)",3.718495594,,11 (0.1)
"glucose, n (%)",3.771962321,,8 (0.1)
"glucose, n (%)",3.825429048,,4 (0.0)
"glucose, n (%)",3.878895774,,7 (0.0)
"glucose, n (%)",3.932362501,,6 (0.0)
"glucose, n (%)",3.985829227,,4 (0.0)
"glucose, n (%)",4.039295954,,1 (0.0)
"glucose, n (%)",4.092762681,,7 (0.0)
"glucose, n (%)",4.146229407,,7 (0.0)
"glucose, n (%)",4.199696134,,11 (0.1)
"glucose, n (%)",4.253162861,,6 (0.0)
"glucose, n (%)",4.306629587,,6 (0.0)
"glucose, n (%)",4.360096314,,3 (0.0)
"glucose, n (%)",4.41356304,,5 (0.0)
"glucose, n (%)",4.467029767,,3 (0.0)
"glucose, n (%)",4.520496494,,7 (0.0)
"glucose, n (%)",4.57396322,,4 (0.0)
"glucose, n (%)",4.627429947,,2 (0.0)
"glucose, n (%)",4.680896673,,3 (0.0)
"glucose, n (%)",4.7343634,,5 (0.0)
"glucose, n (%)",4.787830127,,9 (0.1)
"glucose, n (%)",4.841296853,,11 (0.1)
"glucose, n (%)",4.948230306,,2 (0.0)
"glucose, n (%)",5.001697033,,3 (0.0)
"glucose, n (%)",5.05516376,,2 (0.0)
"glucose, n (%)",5.108630486,,1 (0.0)
"glucose, n (%)",5.162097213,,3 (0.0)
"glucose, n (%)",5.21556394,,1 (0.0)
"glucose, n (%)",5.269030666,,2 (0.0)
"glucose, n (%)",5.322497393,,4 (0.0)
"glucose, n (%)",5.375964119,,2 (0.0)
"glucose, n (%)",5.429430846,,2 (0.0)
"glucose, n (%)",5.482897573,,2 (0.0)
"glucose, n (%)",5.536364299,,5 (0.0)
"glucose, n (%)",5.589831026,,5 (0.0)
"glucose, n (%)",5.643297752,,2 (0.0)
"glucose, n (%)",5.696764479,,2 (0.0)
"glucose, n (%)",5.750231206,,4 (0.0)
"glucose, n (%)",5.803697932,,5 (0.0)
"glucose, n (%)",5.857164659,,1 (0.0)
"glucose, n (%)",5.910631385,,4 (0.0)
"glucose, n (%)",5.964098112,,2 (0.0)
"glucose, n (%)",6.017564839,,1 (0.0)
"glucose, n (%)",6.124498292,,2 (0.0)
"glucose, n (%)",6.284898472,,3 (0.0)
"glucose, n (%)",6.391831925,,2 (0.0)
"glucose, n (%)",6.445298652,,1 (0.0)
"glucose, n (%)",6.498765378,,1 (0.0)
"glucose, n (%)",6.552232105,,1 (0.0)
"glucose, n (%)",6.659165558,,2 (0.0)
"glucose, n (%)",6.712632285,,2 (0.0)
"glucose, n (%)",6.766099011,,2 (0.0)
"glucose, n (%)",6.873032464,,1 (0.0)
"glucose, n (%)",6.979965918,,1 (0.0)
"glucose, n (%)",7.033432644,,1 (0.0)
"glucose, n (%)",7.086899371,,1 (0.0)
"glucose, n (%)",7.140366098,,1 (0.0)
"glucose, n (%)",7.193832824,,1 (0.0)
"glucose, n (%)",7.247299551,,3 (0.0)
"glucose, n (%)",7.300766277,,1 (0.0)
"glucose, n (%)",7.461166457,,1 (0.0)
"glucose, n (%)",7.675033364,,3 (0.0)
"glucose, n (%)",7.835433543,,1 (0.0)
"glucose, n (%)",7.942366997,,4 (0.0)
"glucose, n (%)",7.995833723,,2 (0.0)
"glucose, n (%)",8.156233903,,2 (0.0)
"glucose, n (%)",8.20970063,,1 (0.0)
"glucose, n (%)",8.423567536,,1 (0.0)
"glucose, n (%)",8.477034263,,3 (0.0)
"glucose, n (%)",8.583967716,,1 (0.0)
"glucose, n (%)",9.332501889,,1 (0.0)
"glucose, n (%)",9.385968615,,1 (0.0)
"glucose, n (%)",9.546368795,,1 (0.0)
"glucose, n (%)",9.5e-16,,9383 (60.6)
"glucose, n (%)",9.974102608,,1 (0.0)
"aspartate_aminotransferase, n (%)",-0.057049392,,130 (0.8)
"aspartate_aminotransferase, n (%)",-0.125470911,,144 (0.9)
"aspartate_aminotransferase, n (%)",-0.19389243,,164 (1.1)
"aspartate_aminotransferase, n (%)",-0.262313949,,199 (1.3)
"aspartate_aminotransferase, n (%)",-0.330735468,,184 (1.2)
"aspartate_aminotransferase, n (%)",-0.399156987,,223 (1.4)
"aspartate_aminotransferase, n (%)",-0.467578507,,247 (1.6)
"aspartate_aminotransferase, n (%)",-0.536000026,,230 (1.5)
"aspartate_aminotransferase, n (%)",-0.604421545,,252 (1.6)
"aspartate_aminotransferase, n (%)",-0.672843064,,282 (1.8)
"aspartate_aminotransferase, n (%)",-0.741264583,,301 (1.9)
"aspartate_aminotransferase, n (%)",-0.809686102,,301 (1.9)
"aspartate_aminotransferase, n (%)",-0.878107622,,281 (1.8)
"aspartate_aminotransferase, n (%)",-0.946529141,,275 (1.8)
"aspartate_aminotransferase, n (%)",-1.01495066,,265 (1.7)
"aspartate_aminotransferase, n (%)",-1.083372179,,217 (1.4)
"aspartate_aminotransferase, n (%)",-1.151793698,,182 (1.2)
"aspartate_aminotransferase, n (%)",-1.220215217,,111 (0.7)
"aspartate_aminotransferase, n (%)",-1.288636737,,91 (0.6)
"aspartate_aminotransferase, n (%)",-1.357058256,,45 (0.3)
"aspartate_aminotransferase, n (%)",-1.425479775,,23 (0.1)
"aspartate_aminotransferase, n (%)",-1.481174892,,7 (0.0)
"aspartate_aminotransferase, n (%)",0.011372128,,149 (1.0)
"aspartate_aminotransferase, n (%)",0.079793647,,112 (0.7)
"aspartate_aminotransferase, n (%)",0.148215166,,121 (0.8)
"aspartate_aminotransferase, n (%)",0.216636685,,116 (0.7)
"aspartate_aminotransferase, n (%)",0.285058204,,80 (0.5)
"aspartate_aminotransferase, n (%)",0.353479723,,87 (0.6)
"aspartate_aminotransferase, n (%)",0.421901243,,75 (0.5)
"aspartate_aminotransferase, n (%)",0.490322762,,79 (0.5)
"aspartate_aminotransferase, n (%)",0.558744281,,75 (0.5)
"aspartate_aminotransferase, n (%)",0.6271658,,55 (0.4)
"aspartate_aminotransferase, n (%)",0.695587319,,66 (0.4)
"aspartate_aminotransferase, n (%)",0.764008838,,57 (0.4)
"aspartate_aminotransferase, n (%)",0.832430358,,53 (0.3)
"aspartate_aminotransferase, n (%)",0.900851877,,45 (0.3)
"aspartate_aminotransferase, n (%)",0.969273396,,46 (0.3)
"aspartate_aminotransferase, n (%)",1.037694915,,38 (0.2)
"aspartate_aminotransferase, n (%)",1.106116434,,48 (0.3)
"aspartate_aminotransferase, n (%)",1.174537954,,36 (0.2)
"aspartate_aminotransferase, n (%)",1.242959473,,34 (0.2)
"aspartate_aminotransferase, n (%)",1.311380992,,25 (0.2)
"aspartate_aminotransferase, n (%)",1.379802511,,30 (0.2)
"aspartate_aminotransferase, n (%)",1.44822403,,33 (0.2)
"aspartate_aminotransferase, n (%)",1.516645549,,33 (0.2)
"aspartate_aminotransferase, n (%)",1.585067069,,30 (0.2)
"aspartate_aminotransferase, n (%)",1.653488588,,30 (0.2)
"aspartate_aminotransferase, n (%)",1.721910107,,23 (0.1)
"aspartate_aminotransferase, n (%)",1.790331626,,16 (0.1)
"aspartate_aminotransferase, n (%)",1.858753145,,15 (0.1)
"aspartate_aminotransferase, n (%)",1.927174664,,17 (0.1)
"aspartate_aminotransferase, n (%)",1.995596184,,16 (0.1)
"aspartate_aminotransferase, n (%)",10.00091393,,1 (0.0)
"aspartate_aminotransferase, n (%)",10.06933545,,1 (0.0)
"aspartate_aminotransferase, n (%)",10.41144304,,1 (0.0)
"aspartate_aminotransferase, n (%)",10.54828608,,1 (0.0)
"aspartate_aminotransferase, n (%)",10.68512912,,1 (0.0)
"aspartate_aminotransferase, n (%)",11.16407975,,1 (0.0)
"aspartate_aminotransferase, n (%)",11.64303039,,1 (0.0)
"aspartate_aminotransferase, n (%)",11.77987343,,1 (0.0)
"aspartate_aminotransferase, n (%)",12.0535595,,1 (0.0)
"aspartate_aminotransferase, n (%)",12.12198102,,1 (0.0)
"aspartate_aminotransferase, n (%)",13.21672533,,2 (0.0)
"aspartate_aminotransferase, n (%)",13.832519,,1 (0.0)
"aspartate_aminotransferase, n (%)",14.24304812,,1 (0.0)
"aspartate_aminotransferase, n (%)",14.31146963,,1 (0.0)
"aspartate_aminotransferase, n (%)",14.51673419,,1 (0.0)
"aspartate_aminotransferase, n (%)",14.72199875,,1 (0.0)
"aspartate_aminotransferase, n (%)",15.33779242,,1 (0.0)
"aspartate_aminotransferase, n (%)",15.47463546,,1 (0.0)
"aspartate_aminotransferase, n (%)",16.14297686,,7 (0.0)
"aspartate_aminotransferase, n (%)",2.064017703,,17 (0.1)
"aspartate_aminotransferase, n (%)",2.132439222,,12 (0.1)
"aspartate_aminotransferase, n (%)",2.200860741,,16 (0.1)
"aspartate_aminotransferase, n (%)",2.26928226,,6 (0.0)
"aspartate_aminotransferase, n (%)",2.337703779,,11 (0.1)
"aspartate_aminotransferase, n (%)",2.406125299,,9 (0.1)
"aspartate_aminotransferase, n (%)",2.43e-16,,9297 (60.0)
"aspartate_aminotransferase, n (%)",2.474546818,,16 (0.1)
"aspartate_aminotransferase, n (%)",2.542968337,,5 (0.0)
"aspartate_aminotransferase, n (%)",2.611389856,,10 (0.1)
"aspartate_aminotransferase, n (%)",2.679811375,,11 (0.1)
"aspartate_aminotransferase, n (%)",2.748232894,,10 (0.1)
"aspartate_aminotransferase, n (%)",2.816654414,,7 (0.0)
"aspartate_aminotransferase, n (%)",2.885075933,,7 (0.0)
"aspartate_aminotransferase, n (%)",2.953497452,,6 (0.0)
"aspartate_aminotransferase, n (%)",3.021918971,,8 (0.1)
"aspartate_aminotransferase, n (%)",3.09034049,,8 (0.1)
"aspartate_aminotransferase, n (%)",3.158762009,,7 (0.0)
"aspartate_aminotransferase, n (%)",3.227183529,,11 (0.1)
"aspartate_aminotransferase, n (%)",3.295605048,,5 (0.0)
"aspartate_aminotransferase, n (%)",3.364026567,,7 (0.0)
"aspartate_aminotransferase, n (%)",3.432448086,,4 (0.0)
"aspartate_aminotransferase, n (%)",3.500869605,,4 (0.0)
"aspartate_aminotransferase, n (%)",3.569291124,,4 (0.0)
